transaction_id,user_id,datetime,amount,merchant,category,channel,payment_type,location,hour,day_of_week,is_weekend,time_bucket,category_avg_amount,category_std_amount,category_txn_count,merchant_avg_amount,merchant_txn_count,amount_zscore,flags,reasons
TXN000124,U001,2025-02-21 14:57:00,49.9,LOCAL CAFE,Food,E-WALLET,DEBIT,Shah Alam,14,4,False,AFTERNOON,71.84,34.34,263,75.05,62,-0.64,NORMAL,No unusual spending behavior detected
TXN000125,U001,2025-02-21 18:42:00,37.48,GRAB,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,18,4,False,EVENING,27.72,12.25,129,29.45,36,0.8,NORMAL,No unusual spending behavior detected
TXN000126,U001,2025-02-22 13:56:00,92.86,VILLAGE GROCER,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,13,5,True,AFTERNOON,141.85,61.78,177,146.37,36,-0.79,NORMAL,No unusual spending behavior detected
TXN000127,U001,2025-02-23 21:36:00,492.53,LAZADA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,21,6,True,EVENING,287.1,137.94,177,299.9,51,1.49,NORMAL,No unusual spending behavior detected
TXN000128,U001,2025-02-24 10:18:00,109.33,GIANT,Grocery,E-WALLET,DEBIT,Shah Alam,10,0,False,MORNING,141.85,61.78,177,122.73,45,-0.53,NORMAL,No unusual spending behavior detected
TXN000130,U001,2025-02-24 12:36:00,244.16,LOTUS,Grocery,E-WALLET,DEBIT,Petaling Jaya,12,0,False,AFTERNOON,141.85,61.78,177,149.89,47,1.66,NORMAL,No unusual spending behavior detected
TXN000131,U001,2025-02-24 13:24:00,256.02,SHOPEE,Shopping,DEBIT CARD,DEBIT,Shah Alam,13,0,False,AFTERNOON,287.1,137.94,177,252.19,45,-0.23,NORMAL,No unusual spending behavior detected
TXN000129,U001,2025-02-24 16:45:00,12.83,GRAB,Transport,DEBIT CARD,DEBIT,Petaling Jaya,16,0,False,AFTERNOON,27.72,12.25,129,29.45,36,-1.22,NORMAL,No unusual spending behavior detected
TXN000133,U001,2025-02-25 09:06:00,113.67,MCDONALDS,Food,E-WALLET,DEBIT,Shah Alam,9,1,False,MORNING,71.84,34.34,263,65.96,57,1.22,NORMAL,No unusual spending behavior detected
TXN000134,U001,2025-02-25 20:59:00,85.24,LOTUS,Grocery,E-WALLET,DEBIT,Shah Alam,20,1,False,EVENING,141.85,61.78,177,149.89,47,-0.92,NORMAL,No unusual spending behavior detected
TXN000132,U001,2025-02-25 21:34:00,68.12,UNIQLO,Shopping,E-WALLET,DEBIT,Kuala Lumpur,21,1,False,EVENING,287.1,137.94,177,296.04,35,-1.59,NORMAL,No unusual spending behavior detected
TXN000135,U001,2025-02-26 13:07:00,67.48,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Petaling Jaya,13,2,False,AFTERNOON,141.85,61.78,177,146.37,36,-1.2,NORMAL,No unusual spending behavior detected
TXN000136,U001,2025-02-27 15:25:00,97.43,SETEL,Fuel,E-WALLET,DEBIT,Petaling Jaya,15,3,False,AFTERNOON,83.21,22.89,142,85.28,42,0.62,NORMAL,No unusual spending behavior detected
TXN000138,U001,2025-02-27 20:07:00,162.46,UNIQLO,Shopping,E-WALLET,DEBIT,Shah Alam,20,3,False,EVENING,287.1,137.94,177,296.04,35,-0.9,NORMAL,No unusual spending behavior detected
TXN000139,U001,2025-02-27 21:32:00,101.46,KFC,Food,E-WALLET,DEBIT,Shah Alam,21,3,False,EVENING,71.84,34.34,263,70.94,50,0.86,NORMAL,No unusual spending behavior detected
TXN000137,U001,2025-02-27 22:12:00,19.07,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,22,3,False,LATE_NIGHT,71.84,34.34,263,71.35,45,-1.54,LATE_NIGHT_WEEKDAY,Transaction occurred late at night on a weekday
TXN000140,U001,2025-02-28 13:28:00,207.9,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Petaling Jaya,13,4,False,AFTERNOON,141.85,61.78,177,146.37,36,1.07,NORMAL,No unusual spending behavior detected
TXN000142,U001,2025-03-01 16:00:00,97.22,KFC,Food,E-WALLET,DEBIT,Shah Alam,16,5,True,AFTERNOON,71.84,34.34,263,70.94,50,0.74,NORMAL,No unusual spending behavior detected
TXN000141,U001,2025-03-01 18:13:00,38.62,GRAB,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,18,5,True,EVENING,27.72,12.25,129,29.45,36,0.89,NORMAL,No unusual spending behavior detected
TXN000144,U001,2025-03-02 09:09:00,133.62,KFC,Food,DEBIT CARD,DEBIT,Shah Alam,9,6,True,MORNING,71.84,34.34,263,70.94,50,1.8,NORMAL,No unusual spending behavior detected
TXN000145,U001,2025-03-02 10:39:00,146.98,MCDONALDS,Food,E-WALLET,DEBIT,Petaling Jaya,10,6,True,MORNING,71.84,34.34,263,65.96,57,2.19,HIGH_AMOUNT,Transaction amount is significantly higher than your usual category spending
TXN000143,U001,2025-03-02 23:28:00,217.4,LOTUS,Grocery,DEBIT CARD,DEBIT,Shah Alam,23,6,True,LATE_NIGHT,141.85,61.78,177,149.89,47,1.22,NORMAL,No unusual spending behavior detected
TXN000147,U001,2025-03-03 15:48:00,472.95,IKEA,Shopping,E-WALLET,DEBIT,Petaling Jaya,15,0,False,AFTERNOON,287.1,137.94,177,300.27,46,1.35,NORMAL,No unusual spending behavior detected
TXN000146,U001,2025-03-03 17:58:00,76.98,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,17,0,False,AFTERNOON,141.85,61.78,177,122.73,45,-1.05,NORMAL,No unusual spending behavior detected
TXN000149,U001,2025-03-04 14:10:00,66.19,SETEL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,14,1,False,AFTERNOON,83.21,22.89,142,85.28,42,-0.74,NORMAL,No unusual spending behavior detected
TXN000150,U001,2025-03-04 14:31:00,100.63,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Shah Alam,14,1,False,AFTERNOON,71.84,34.34,263,75.97,49,0.84,NORMAL,No unusual spending behavior detected
TXN000148,U001,2025-03-04 20:10:00,63.85,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,20,1,False,EVENING,141.85,61.78,177,122.73,45,-1.26,NORMAL,No unusual spending behavior detected
TXN000153,U001,2025-03-05 18:09:00,67.96,LAZADA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,18,2,False,EVENING,287.1,137.94,177,299.9,51,-1.59,NORMAL,No unusual spending behavior detected
TXN000152,U001,2025-03-05 21:18:00,255.75,IKEA,Shopping,E-WALLET,DEBIT,Petaling Jaya,21,2,False,EVENING,287.1,137.94,177,300.27,46,-0.23,NORMAL,No unusual spending behavior detected
TXN000151,U001,2025-03-05 21:49:00,109.14,AEON,Grocery,E-WALLET,DEBIT,Petaling Jaya,21,2,False,EVENING,141.85,61.78,177,148.39,49,-0.53,NORMAL,No unusual spending behavior detected
TXN000154,U001,2025-03-06 09:06:00,244.08,SHOPEE,Shopping,E-WALLET,DEBIT,Petaling Jaya,9,3,False,MORNING,287.1,137.94,177,252.19,45,-0.31,NORMAL,No unusual spending behavior detected
TXN000157,U001,2025-03-06 12:08:00,38.39,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,12,3,False,AFTERNOON,71.84,34.34,263,71.35,45,-0.97,NORMAL,No unusual spending behavior detected
TXN000156,U001,2025-03-06 12:55:00,78.4,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,12,3,False,AFTERNOON,71.84,34.34,263,75.97,49,0.19,NORMAL,No unusual spending behavior detected
TXN000155,U001,2025-03-06 13:58:00,77.83,LOCAL CAFE,Food,E-WALLET,DEBIT,Shah Alam,13,3,False,AFTERNOON,71.84,34.34,263,75.05,62,0.17,NORMAL,No unusual spending behavior detected
TXN000160,U001,2025-03-07 12:39:00,32.81,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,12,4,False,AFTERNOON,27.72,12.25,129,27.53,54,0.42,NORMAL,No unusual spending behavior detected
TXN000159,U001,2025-03-07 14:06:00,389.92,UNIQLO,Shopping,E-WALLET,DEBIT,Shah Alam,14,4,False,AFTERNOON,287.1,137.94,177,296.04,35,0.75,NORMAL,No unusual spending behavior detected
TXN000158,U001,2025-03-07 16:40:00,114.23,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,16,4,False,AFTERNOON,83.21,22.89,142,81.18,45,1.36,NORMAL,No unusual spending behavior detected
TXN000161,U001,2025-03-08 13:02:00,32.79,GRAB,Transport,DEBIT CARD,DEBIT,Shah Alam,13,5,True,AFTERNOON,27.72,12.25,129,29.45,36,0.41,NORMAL,No unusual spending behavior detected
TXN000164,U001,2025-03-09 13:34:00,30.38,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Shah Alam,13,6,True,AFTERNOON,27.72,12.25,129,27.53,54,0.22,NORMAL,No unusual spending behavior detected
TXN000163,U001,2025-03-09 16:54:00,134.82,AEON,Grocery,DEBIT CARD,DEBIT,Shah Alam,16,6,True,AFTERNOON,141.85,61.78,177,148.39,49,-0.11,NORMAL,No unusual spending behavior detected
TXN000162,U001,2025-03-09 17:16:00,20.14,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Petaling Jaya,17,6,True,AFTERNOON,27.72,12.25,129,27.53,54,-0.62,NORMAL,No unusual spending behavior detected
TXN000165,U001,2025-03-09 19:08:00,28.63,RAPIDKL,Transport,E-WALLET,DEBIT,Shah Alam,19,6,True,EVENING,27.72,12.25,129,26.39,39,0.07,NORMAL,No unusual spending behavior detected
TXN000166,U001,2025-03-10 08:11:00,60.86,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,8,0,False,MORNING,83.21,22.89,142,81.18,45,-0.98,NORMAL,No unusual spending behavior detected
TXN000167,U001,2025-03-10 18:00:00,225.87,LOTUS,Grocery,DEBIT CARD,DEBIT,Shah Alam,18,0,False,EVENING,141.85,61.78,177,149.89,47,1.36,NORMAL,No unusual spending behavior detected
TXN000168,U001,2025-03-11 10:50:00,155.46,LAZADA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,10,1,False,MORNING,287.1,137.94,177,299.9,51,-0.95,NORMAL,No unusual spending behavior detected
TXN000170,U001,2025-03-11 16:00:00,150.54,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Petaling Jaya,16,1,False,AFTERNOON,141.85,61.78,177,146.37,36,0.14,NORMAL,No unusual spending behavior detected
TXN000169,U001,2025-03-11 20:11:00,44.54,PETRONAS,Fuel,DEBIT CARD,DEBIT,Shah Alam,20,1,False,EVENING,83.21,22.89,142,83.28,55,-1.69,NORMAL,No unusual spending behavior detected
TXN000171,U001,2025-03-12 12:22:00,86.37,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Shah Alam,12,2,False,AFTERNOON,71.84,34.34,263,75.05,62,0.42,NORMAL,No unusual spending behavior detected
TXN000173,U001,2025-03-12 14:32:00,402.33,LAZADA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,14,2,False,AFTERNOON,287.1,137.94,177,299.9,51,0.84,NORMAL,No unusual spending behavior detected
TXN000172,U001,2025-03-12 19:20:00,113.85,PETRONAS,Fuel,E-WALLET,DEBIT,Kuala Lumpur,19,2,False,EVENING,83.21,22.89,142,83.28,55,1.34,NORMAL,No unusual spending behavior detected
TXN000174,U001,2025-03-13 11:18:00,234.31,GIANT,Grocery,E-WALLET,DEBIT,Kuala Lumpur,11,3,False,MORNING,141.85,61.78,177,122.73,45,1.5,NORMAL,No unusual spending behavior detected
TXN000176,U001,2025-03-14 09:58:00,48.2,SETEL,Fuel,DEBIT CARD,DEBIT,Shah Alam,9,4,False,MORNING,83.21,22.89,142,85.28,42,-1.53,NORMAL,No unusual spending behavior detected
TXN000177,U001,2025-03-14 11:15:00,111.77,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,11,4,False,MORNING,71.84,34.34,263,70.94,50,1.16,NORMAL,No unusual spending behavior detected
TXN000175,U001,2025-03-14 12:57:00,138.71,LOTUS,Grocery,E-WALLET,DEBIT,Kuala Lumpur,12,4,False,AFTERNOON,141.85,61.78,177,149.89,47,-0.05,NORMAL,No unusual spending behavior detected
TXN000180,U001,2025-03-15 10:08:00,154.55,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Shah Alam,10,5,True,MORNING,71.84,34.34,263,75.05,62,2.41,HIGH_AMOUNT,Transaction amount is significantly higher than your usual category spending
TXN000179,U001,2025-03-15 10:15:00,67.65,AEON,Grocery,DEBIT CARD,DEBIT,Shah Alam,10,5,True,MORNING,141.85,61.78,177,148.39,49,-1.2,NORMAL,No unusual spending behavior detected
TXN000178,U001,2025-03-15 14:34:00,231.76,LOTUS,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,14,5,True,AFTERNOON,141.85,61.78,177,149.89,47,1.46,NORMAL,No unusual spending behavior detected
TXN000182,U001,2025-03-16 09:03:00,14.75,RAPIDKL,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,9,6,True,MORNING,27.72,12.25,129,26.39,39,-1.06,NORMAL,No unusual spending behavior detected
TXN000181,U001,2025-03-16 16:32:00,246.38,VILLAGE GROCER,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,16,6,True,AFTERNOON,141.85,61.78,177,146.37,36,1.69,NORMAL,No unusual spending behavior detected
TXN000183,U001,2025-03-16 17:18:00,91.27,PETRONAS,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,17,6,True,AFTERNOON,83.21,22.89,142,83.28,55,0.35,NORMAL,No unusual spending behavior detected
TXN000184,U001,2025-03-17 10:21:00,46.35,GRAB,Transport,E-WALLET,DEBIT,Kuala Lumpur,10,0,False,MORNING,27.72,12.25,129,29.45,36,1.52,NORMAL,No unusual spending behavior detected
TXN000187,U001,2025-03-17 11:51:00,361.13,IKEA,Shopping,E-WALLET,DEBIT,Petaling Jaya,11,0,False,MORNING,287.1,137.94,177,300.27,46,0.54,NORMAL,No unusual spending behavior detected
TXN000185,U001,2025-03-17 17:43:00,170.94,GIANT,Grocery,E-WALLET,DEBIT,Kuala Lumpur,17,0,False,AFTERNOON,141.85,61.78,177,122.73,45,0.47,NORMAL,No unusual spending behavior detected
TXN000186,U001,2025-03-17 18:05:00,49.46,RAPIDKL,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,18,0,False,EVENING,27.72,12.25,129,26.39,39,1.78,NORMAL,No unusual spending behavior detected
TXN000188,U001,2025-03-18 16:37:00,9.81,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,16,1,False,AFTERNOON,27.72,12.25,129,27.53,54,-1.46,NORMAL,No unusual spending behavior detected
TXN000190,U001,2025-03-19 10:05:00,127.71,LAZADA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,10,2,False,MORNING,287.1,137.94,177,299.9,51,-1.16,NORMAL,No unusual spending behavior detected
TXN000189,U001,2025-03-19 12:58:00,32.64,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Kuala Lumpur,12,2,False,AFTERNOON,71.84,34.34,263,75.97,49,-1.14,NORMAL,No unusual spending behavior detected
TXN000191,U001,2025-03-19 13:08:00,41.2,RAPIDKL,Transport,DEBIT CARD,DEBIT,Petaling Jaya,13,2,False,AFTERNOON,27.72,12.25,129,26.39,39,1.1,NORMAL,No unusual spending behavior detected
TXN000193,U001,2025-03-20 12:49:00,264.77,LAZADA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,12,3,False,AFTERNOON,287.1,137.94,177,299.9,51,-0.16,NORMAL,No unusual spending behavior detected
TXN000192,U001,2025-03-20 19:03:00,53.74,PETRONAS,Fuel,DEBIT CARD,DEBIT,Shah Alam,19,3,False,EVENING,83.21,22.89,142,83.28,55,-1.29,NORMAL,No unusual spending behavior detected
TXN000196,U001,2025-03-21 14:36:00,77.27,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Kuala Lumpur,14,4,False,AFTERNOON,71.84,34.34,263,75.97,49,0.16,NORMAL,No unusual spending behavior detected
TXN000197,U001,2025-03-21 15:31:00,449.29,UNIQLO,Shopping,E-WALLET,DEBIT,Kuala Lumpur,15,4,False,AFTERNOON,287.1,137.94,177,296.04,35,1.18,NORMAL,No unusual spending behavior detected
TXN000195,U001,2025-03-21 16:27:00,83.38,KFC,Food,DEBIT CARD,DEBIT,Shah Alam,16,4,False,AFTERNOON,71.84,34.34,263,70.94,50,0.34,NORMAL,No unusual spending behavior detected
TXN000194,U001,2025-03-21 21:22:00,169.29,AEON,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,21,4,False,EVENING,141.85,61.78,177,148.39,49,0.44,NORMAL,No unusual spending behavior detected
TXN000201,U001,2025-03-22 09:34:00,311.83,UNIQLO,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,9,5,True,MORNING,287.1,137.94,177,296.04,35,0.18,NORMAL,No unusual spending behavior detected
TXN000199,U001,2025-03-22 18:09:00,7.84,GRAB,Transport,DEBIT CARD,DEBIT,Shah Alam,18,5,True,EVENING,27.72,12.25,129,29.45,36,-1.62,NORMAL,No unusual spending behavior detected
TXN000200,U001,2025-03-22 20:46:00,43.82,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,20,5,True,EVENING,141.85,61.78,177,122.73,45,-1.59,NORMAL,No unusual spending behavior detected
TXN000198,U001,2025-03-22 21:39:00,105.07,SHELL,Fuel,E-WALLET,DEBIT,Petaling Jaya,21,5,True,EVENING,83.21,22.89,142,81.18,45,0.95,NORMAL,No unusual spending behavior detected
TXN000204,U001,2025-03-23 10:47:00,50.09,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,10,6,True,MORNING,71.84,34.34,263,70.94,50,-0.63,NORMAL,No unusual spending behavior detected
TXN000205,U001,2025-03-23 10:55:00,41.11,SETEL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,10,6,True,MORNING,83.21,22.89,142,85.28,42,-1.84,NORMAL,No unusual spending behavior detected
TXN000203,U001,2025-03-23 16:23:00,168.74,AEON,Grocery,DEBIT CARD,DEBIT,Shah Alam,16,6,True,AFTERNOON,141.85,61.78,177,148.39,49,0.44,NORMAL,No unusual spending behavior detected
TXN000202,U001,2025-03-23 23:57:00,68.11,PETRONAS,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,23,6,True,LATE_NIGHT,83.21,22.89,142,83.28,55,-0.66,NORMAL,No unusual spending behavior detected
TXN000207,U001,2025-03-24 10:51:00,13.26,KFC,Food,E-WALLET,DEBIT,Shah Alam,10,0,False,MORNING,71.84,34.34,263,70.94,50,-1.71,NORMAL,No unusual spending behavior detected
TXN000206,U001,2025-03-24 17:35:00,116.93,PETRONAS,Fuel,E-WALLET,DEBIT,Petaling Jaya,17,0,False,AFTERNOON,83.21,22.89,142,83.28,55,1.47,NORMAL,No unusual spending behavior detected
TXN000208,U001,2025-03-25 09:26:00,134.15,SHOPEE,Shopping,DEBIT CARD,DEBIT,Shah Alam,9,1,False,MORNING,287.1,137.94,177,252.19,45,-1.11,NORMAL,No unusual spending behavior detected
TXN000209,U001,2025-03-25 10:15:00,158.92,GIANT,Grocery,E-WALLET,DEBIT,Shah Alam,10,1,False,MORNING,141.85,61.78,177,122.73,45,0.28,NORMAL,No unusual spending behavior detected
TXN000211,U001,2025-03-26 08:38:00,19.77,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Kuala Lumpur,8,2,False,MORNING,71.84,34.34,263,75.05,62,-1.52,NORMAL,No unusual spending behavior detected
TXN000213,U001,2025-03-26 10:32:00,100.75,SETEL,Fuel,E-WALLET,DEBIT,Shah Alam,10,2,False,MORNING,83.21,22.89,142,85.28,42,0.77,NORMAL,No unusual spending behavior detected
TXN000212,U001,2025-03-26 17:28:00,193.29,AEON,Grocery,DEBIT CARD,DEBIT,Shah Alam,17,2,False,AFTERNOON,141.85,61.78,177,148.39,49,0.83,NORMAL,No unusual spending behavior detected
TXN000210,U001,2025-03-26 21:30:00,66.53,AEON,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,21,2,False,EVENING,141.85,61.78,177,148.39,49,-1.22,NORMAL,No unusual spending behavior detected
TXN000217,U001,2025-03-27 11:39:00,102.55,SETEL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,11,3,False,MORNING,83.21,22.89,142,85.28,42,0.84,NORMAL,No unusual spending behavior detected
TXN000216,U001,2025-03-27 15:35:00,465.9,LAZADA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,15,3,False,AFTERNOON,287.1,137.94,177,299.9,51,1.3,NORMAL,No unusual spending behavior detected
TXN000214,U001,2025-03-27 16:03:00,47.06,KFC,Food,E-WALLET,DEBIT,Petaling Jaya,16,3,False,AFTERNOON,71.84,34.34,263,70.94,50,-0.72,NORMAL,No unusual spending behavior detected
TXN000215,U001,2025-03-27 20:53:00,19.94,MCDONALDS,Food,DEBIT CARD,DEBIT,Petaling Jaya,20,3,False,EVENING,71.84,34.34,263,65.96,57,-1.51,NORMAL,No unusual spending behavior detected
TXN000218,U001,2025-03-28 08:19:00,301.8,UNIQLO,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,8,4,False,MORNING,287.1,137.94,177,296.04,35,0.11,NORMAL,No unusual spending behavior detected
TXN000219,U001,2025-03-28 08:45:00,106.42,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,8,4,False,MORNING,83.21,22.89,142,81.18,45,1.01,NORMAL,No unusual spending behavior detected
TXN000220,U001,2025-03-29 20:59:00,383.49,LAZADA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,20,5,True,EVENING,287.1,137.94,177,299.9,51,0.7,NORMAL,No unusual spending behavior detected
TXN000221,U001,2025-03-30 10:09:00,196.63,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,10,6,True,MORNING,141.85,61.78,177,122.73,45,0.89,NORMAL,No unusual spending behavior detected
TXN000222,U001,2025-03-30 10:18:00,5.14,RAPIDKL,Transport,E-WALLET,DEBIT,Petaling Jaya,10,6,True,MORNING,27.72,12.25,129,26.39,39,-1.84,NORMAL,No unusual spending behavior detected
TXN000223,U001,2025-03-31 14:11:00,165.55,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,14,0,False,AFTERNOON,287.1,137.94,177,252.19,45,-0.88,NORMAL,No unusual spending behavior detected
TXN000224,U001,2025-04-01 10:22:00,66.8,MCDONALDS,Food,E-WALLET,DEBIT,Petaling Jaya,10,1,False,MORNING,71.84,34.34,263,65.96,57,-0.15,NORMAL,No unusual spending behavior detected
TXN000225,U001,2025-04-02 16:44:00,44.0,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,16,2,False,AFTERNOON,71.84,34.34,263,70.94,50,-0.81,NORMAL,No unusual spending behavior detected
TXN000228,U001,2025-04-03 12:09:00,30.77,GRAB,Transport,DEBIT CARD,DEBIT,Petaling Jaya,12,3,False,AFTERNOON,27.72,12.25,129,29.45,36,0.25,NORMAL,No unusual spending behavior detected
TXN000227,U001,2025-04-03 19:06:00,35.63,KFC,Food,E-WALLET,DEBIT,Shah Alam,19,3,False,EVENING,71.84,34.34,263,70.94,50,-1.05,NORMAL,No unusual spending behavior detected
TXN000226,U001,2025-04-03 20:19:00,84.43,SHELL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,20,3,False,EVENING,83.21,22.89,142,81.18,45,0.05,NORMAL,No unusual spending behavior detected
TXN000229,U001,2025-04-03 21:54:00,21.65,RAPIDKL,Transport,E-WALLET,DEBIT,Kuala Lumpur,21,3,False,EVENING,27.72,12.25,129,26.39,39,-0.5,NORMAL,No unusual spending behavior detected
TXN000232,U001,2025-04-04 11:14:00,185.62,SHOPEE,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,11,4,False,MORNING,287.1,137.94,177,252.19,45,-0.74,NORMAL,No unusual spending behavior detected
TXN000230,U001,2025-04-04 11:18:00,72.91,PETRONAS,Fuel,E-WALLET,DEBIT,Shah Alam,11,4,False,MORNING,83.21,22.89,142,83.28,55,-0.45,NORMAL,No unusual spending behavior detected
TXN000231,U001,2025-04-04 13:40:00,53.83,GIANT,Grocery,E-WALLET,DEBIT,Kuala Lumpur,13,4,False,AFTERNOON,141.85,61.78,177,122.73,45,-1.42,NORMAL,No unusual spending behavior detected
TXN000236,U001,2025-04-05 10:26:00,123.84,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Shah Alam,10,5,True,MORNING,71.84,34.34,263,75.97,49,1.51,NORMAL,No unusual spending behavior detected
TXN000233,U001,2025-04-05 11:02:00,27.4,MCDONALDS,Food,E-WALLET,DEBIT,Petaling Jaya,11,5,True,MORNING,71.84,34.34,263,65.96,57,-1.29,NORMAL,No unusual spending behavior detected
TXN000234,U001,2025-04-05 16:57:00,148.5,AEON,Grocery,E-WALLET,DEBIT,Shah Alam,16,5,True,AFTERNOON,141.85,61.78,177,148.39,49,0.11,NORMAL,No unusual spending behavior detected
TXN000235,U001,2025-04-05 20:57:00,120.71,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Petaling Jaya,20,5,True,EVENING,71.84,34.34,263,75.97,49,1.42,NORMAL,No unusual spending behavior detected
TXN000237,U001,2025-04-06 11:25:00,62.42,GIANT,Grocery,E-WALLET,DEBIT,Petaling Jaya,11,6,True,MORNING,141.85,61.78,177,122.73,45,-1.29,NORMAL,No unusual spending behavior detected
TXN000238,U001,2025-04-06 12:45:00,511.32,LAZADA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,12,6,True,AFTERNOON,287.1,137.94,177,299.9,51,1.63,NORMAL,No unusual spending behavior detected
TXN000239,U001,2025-04-06 15:25:00,141.64,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,15,6,True,AFTERNOON,71.84,34.34,263,71.35,45,2.03,HIGH_AMOUNT,Transaction amount is significantly higher than your usual category spending
TXN000241,U001,2025-04-07 08:58:00,124.03,IKEA,Shopping,E-WALLET,DEBIT,Petaling Jaya,8,0,False,MORNING,287.1,137.94,177,300.27,46,-1.18,NORMAL,No unusual spending behavior detected
TXN000240,U001,2025-04-07 14:37:00,100.52,SHELL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,14,0,False,AFTERNOON,83.21,22.89,142,81.18,45,0.76,NORMAL,No unusual spending behavior detected
TXN000242,U001,2025-04-07 19:32:00,223.59,SHOPEE,Shopping,E-WALLET,DEBIT,Petaling Jaya,19,0,False,EVENING,287.1,137.94,177,252.19,45,-0.46,NORMAL,No unusual spending behavior detected
TXN000243,U001,2025-04-07 20:42:00,64.95,SETEL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,20,0,False,EVENING,83.21,22.89,142,85.28,42,-0.8,NORMAL,No unusual spending behavior detected
TXN000246,U001,2025-04-08 11:41:00,34.67,KFC,Food,E-WALLET,DEBIT,Petaling Jaya,11,1,False,MORNING,71.84,34.34,263,70.94,50,-1.08,NORMAL,No unusual spending behavior detected
TXN000244,U001,2025-04-08 12:16:00,9.74,GRAB,Transport,DEBIT CARD,DEBIT,Shah Alam,12,1,False,AFTERNOON,27.72,12.25,129,29.45,36,-1.47,NORMAL,No unusual spending behavior detected
TXN000247,U001,2025-04-08 15:13:00,134.35,GIANT,Grocery,E-WALLET,DEBIT,Shah Alam,15,1,False,AFTERNOON,141.85,61.78,177,122.73,45,-0.12,NORMAL,No unusual spending behavior detected
TXN000245,U001,2025-04-08 20:08:00,91.07,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,20,1,False,EVENING,71.84,34.34,263,70.94,50,0.56,NORMAL,No unusual spending behavior detected
